T0 min	T0.5 min	T1 min	T2 min	T5 min	T10 min	FDR	Proteins
0	0.555168629	1.217701197	0.295269489	0.707209587	1.257327795	4.092085766	A0A1I9LNE0;F4JB55;F4JB53;Q9M7Q2;A0A1P8AV67;F4HRD0;F4HRC9;A0A1P8AV75;Q9M7Q4;F4I3C9;Q9M7Q5;Q9M7Q3
0	1.462482929	0.991082907	1.681399822	0.988021851	2.376280069	7.599589525	A0A1I9LQK1;A0A1I9LQJ9;A0A1I9LQK2;A1A6N0;F4J0R5;C0Z252
0	1.823181272	1.904877543	0.46912238	2.559335232	2.964986086	2.333082577	A0A1I9LRR1;Q9SF41
0	0.43857038	-0.614898086	-0.12657541	-0.765078902	1.072251558	1.647694079	A0A1I9LRY0;A0A1I9LRY1;Q56YN3;F4IWD3
0	2.130886555	2.025933981	1.928175449	1.837127209	0.532053232	1.790441648	A0A1I9LS69;F4IWB2
0	0.593947649	0.405077934	0.038623989	1.151410341	0.928182602	2.401049429	A0A1I9LSX6;Q8H1F2
0	1.942483187	2.135473251	0.952303469	1.678838253	1.812105656	1.355371097	F4I1T5;A0A1P8AMQ6;Q5XF13
0	0.714817047	0.921422958	1.140666008	0.733654499	0.927759886	2.64434974	A0A1P8AMT7;A0A1P8AMU5;F4I3L9;Q9C7J8
0	0.477110863	0.104377985	0.110464573	-0.076790333	0.668928385	3.253321094	A0A1P8AP63;A0A1P8APA4;F4I5C6;Q8VZ94;A0A1P8AP47
0	0.666162491	-0.040876627	0.304688454	0.06469965	0.168912649	3.574453137	A0A1P8AQ08;F4HY33;A0A1P8APZ6;F4HY32
0	0.929645538	0.571783304	0.994577408	1.203846931	0.802210093	2.913916019	A0A1P8AQ08;F4HY33;A0A1P8APZ6;F4HY32
0	0.973725796	0.402119875	0.903075695	0.60510397	0.862016439	4.097942199	A0A1P8AQ08;F4HY33;A0A1P8APZ6;F4HY32
0	-3.208381653	-0.647337198	-3.422088861	-1.408458233	-4.032902718	1.328693686	A0A1P8APZ9;Q9SEE9;A0A1P8APW3;A0A1P8APZ4
0	-4.658977032	-0.580635786	-2.285996914	-1.066910744	-2.075099707	1.812654164	A0A1P8APZ9;Q9SEE9;A0A1P8APW3;A0A1P8APZ4
0	0	1.59784627	0.754879236	4.878271103	0	5.252428041	A0A1P8APZ9;Q9SEE9;A0A1P8APW3;A0A1P8APZ4
0	0.501897156	-0.915622413	0.57215482	-0.183891833	0.364436686	1.355763759	A0A1P8AQG3;F4HP88;F4HZ25;Q8GXC6
0	-0.315123081	0.200784445	-0.281516552	0.496932507	0.805886984	5.098026803	A0A1P8AQH0;Q8L7R3
0	-0.148828506	1.399394274	0.456996918	1.74597311	1.250233412	5.371818741	A0A1P8AQI3;A0A1P8AQI5;Q6NQK0
0	-1.100006104	-1.146039248	-1.679059029	-0.187785149	-1.156580687	2.049981157	A0A1P8AR05;Q9XI94;A0A1P8AQT9;A0A1P8AQS5;A0A1P8AQR3
0	-0.240013599	-0.546191931	-0.390717506	-0.856139183	-0.481876135	1.721519973	F4HQB9;A0A1P8AQY7;Q0WVL7
0	-0.100533485	-0.382134199	0.001888752	-0.58903265	-0.573639154	5.578170213	F4HQB9;A0A1P8AQY7;Q0WVL7
0	-0.889955521	-0.52611661	-0.897823811	-0.489717007	-0.579609156	2.437627572	A0A1P8ARA4;Q9S9Z7;Q9LDA7;Q9SIU8;A0A1P8B3J3;A0A1P8B3K8;Q93YW5
0	-1.164921403	-0.21497333	-1.078410268	0.580493808	0.252061009	2.667801724	F4HVV7;A0A1P8ARB7;F4HVV6
0	1.536206961	0.6548118	2.249213457	1.546010256	1.443182945	5.48545028	F4IDY7;A0A1P8ARH9;A0A1P8ARG8
0	1.476405978	0.470876098	2.189412594	1.486209273	1.383381963	5.680239777	F4IDY7;A0A1P8ARH9;A0A1P8ARG8
0	1.524488688	0.179880202	2.237495184	1.534291983	1.431464672	4.386508153	F4IDY7;A0A1P8ARH9;A0A1P8ARG8
0	1.550023198	0.660089314	3.962677479	2.974984646	1.647884011	4.310468549	F4IDY7;A0A1P8ARH9;A0A1P8ARG8
0	0.281615734	-0.091037512	0.264983177	-0.195471764	-0.192235231	2.669755672	A0A1P8ARZ3;A0A1P8ARV9;A0A1P8ARW7;F4HYA7
0	-0.791102409	-0.782656908	-1.094572067	-1.820553303	-1.738186121	4.753910339	A0A1P8ASK1;Q9SAJ2;Q9LRY7;F4I5S1;Q9SA26
0	0.217611313	-1.135525227	-0.358471394	-1.05697751	-0.506287575	1.343221504	A0A1P8ASX8;A0A1P8ASX3;A0A1P8AT30;A8MQW5;Q9S9N9
0	0.309847355	0.201347113	0.597276211	0.219259739	0.164795637	2.242161158	A0A1P8AT97;F4I893
0	0.043400764	1.114104986	0.405628741	1.476366997	1.234167337	1.819970237	Q8L7S4;A0A1P8ATC8
0	-0.089156628	-0.160986185	-0.049155712	-0.583168507	-0.954277754	3.162721225	F4HPG4;A0A1P8ATG6;B3H4M3;Q8VYZ1
0	0.686616421	-0.334308863	0.552349567	-0.964607716	-0.076244593	2.788120858	A0A1P8ATJ7;P93047;O49596;A0A2H1ZEC3
0	2.805239439	1.545471072	3.926646471	2.318548441	2.260324955	8.073945426	A0A1P8ATJ7;P93047;O49596
0	-0.019374847	0.340123892	0.424474239	0.825066566	1.17480588	4.717518915	A0A1P8AUP7;A0A1P8AUP4;F4HSW8
0	0.303863049	0.673158884	0.603396893	0.988423824	1.174924612	3.436322673	A0A1P8AXG2;Q8LPQ9
0	-2.967265606	-1.996466637	-2.947193861	-1.96011889	-0.30385381	1.32676326	A0A1P8AYN7;F4ILG6;O22193
0	-3.268434286	0.643252611	-2.746295691	-2.500980616	-2.184770107	1.685058871	A0A1P8AYZ7;F4ILW4
0	-1.2277565	-0.643559217	-1.461668491	-1.233574867	-2.072413206	5.894650007	A0A1P8AZ84;Q8LPT1
0	-1.137667656	-1.02302289	-0.828472614	-0.879137993	-1.202080488	3.305514512	A0A1P8B033;Q8H111
0	0.291974068	-0.101134539	0.078211784	-0.246751785	-0.201449156	1.591624148	A0A1P8B082;A0A1P8B079;F4IQ11;F4IQ10
0	0.526374817	0.188442945	0.365080833	0.382092953	0.898631334	2.805621412	A0A1P8B0T4;F4IUW3
0	0.995871544	1.311113119	1.543129444	0.745047569	-0.163141012	5.91816691	A0A1P8B0T4;F4IUW3
0	0.955728054	0.412537992	0.617045879	0.200871736	1.630495787	2.255777115	A0A1P8B1D0;Q9SIV5
0	-0.303108633	-1.305323839	-0.330736578	-2.318783998	-2.267486095	2.379018872	A0A1P8B1N0;A0A1P8B1J3;A0A1P8B1H7;O64843
0	-1.936403751	-1.310973287	-1.335197449	-0.102008343	-2.305156708	2.508742928	A0A1P8B1R0;F4IN78
0	-0.060946345	-0.09115994	0.243764877	0.824892044	1.297428846	4.572285509	A0A1P8B3J7;B3H796;O82645;F4JVX1;A0A1P8B3J0
0	-0.243745327	-0.655611753	-1.373669863	-1.04286623	-0.67908299	1.776491232	A0A1P8B3Y5;Q8H132
0	0.756859303	0.115201712	0.121814728	-0.520413399	0.662838221	4.202260216	A0A1P8B475;Q8LPT3
0	0.517561436	-0.019223928	0.673664093	0.06991148	0.276469469	3.204651045	A0A1P8B475;Q8LPT3
0	-0.203615665	-0.370712042	-0.41396904	0.491589546	0.598309278	2.563363557	A0A1P8B475;Q8LPT3
0	-0.834836364	0.406754553	0.94877696	0.872754514	1.577642679	2.005426037	A0A1P8B4A6;A0A1P8B494;Q8W4F0
0	0.776313305	0.982465506	0.704475403	0.613415241	0.058738947	1.304794333	A0A1P8B497;Q8RXT5
0	0.210337162	0.186138868	-0.203393459	-0.558023453	-0.186895132	2.049168878	A0A1P8B497;Q8RXT5
0	0.210337162	0.186138868	-0.203393459	-0.558023453	-0.186895132	2.049168878	A0A1P8B497;Q8RXT5
0	0.72296381	-0.218481302	0.563817024	-0.804254532	-0.376334906	6.885875727	A0A1P8B4J7;F4JN05
0	-0.19918251	-0.191308737	-0.636044025	-0.833590031	-0.74765563	2.487546558	A0A1P8B4K6;Q8RXT2
0	2.110704422	-0.153548717	2.794538021	2.168951988	2.167144299	1.372729786	A0A1P8B4Q3;F4JPR7
0	0.734764576	0.214115858	0.736561775	0.433157444	0.491877794	1.336959211	A0A1P8B4Q3;F4JPR7
0	0.297165871	0.036138296	-0.077156067	-0.007596493	-0.285614729	1.496907396	A0A1P8B4R9;A0A1P8B4T6;Q9M0R2
0	-1.77730751	0.132955372	2.305974007	0.86531353	2.320275068	1.68255457	A0A1P8B539;P92965
0	1.913966894	1.385979652	2.915733099	1.397212267	2.827877522	1.775788603	A0A1P8B539;P92965
0	-0.619411469	-0.311074018	-0.590563774	-1.012745857	-1.094599009	2.888030416	A0A1P8B539;P92965;A0A1P8BAJ3;P92966
0	0.428875923	-0.018319368	0.528489113	0.030394554	0.617839098	3.000545138	A0A1P8B539;P92965
0	1.834176779	1.238090992	2.09938693	1.399061918	1.329445839	2.649340852	A0A1P8B539;P92965
0	1.693928719	1.044935822	2.428971291	1.489000797	0.934618413	3.696298444	A0A1P8B539;P92965
0	-0.429338336	-2.703676224	-0.512539864	-2.569650412	-2.607563496	4.113338548	Q9C5F6;A0A1P8B5D8
0	0.408266544	0.581754446	0.257942677	0.785769463	0.708748102	3.589984217	A0A1P8B5K3;A0A1P8B5K6;Q8VZW1
0	0.218088627	-0.071144819	0.261534214	0.314852238	0.447951555	1.444875327	A0A1P8B6A6;F4JMF4
0	0.014435291	-0.036124945	0.437459946	0.673741341	0.369880915	4.703894905	Q9SB63;A0A1P8B6K1
0	-0.266272545	-0.044671297	0.102992535	0.45793438	0.604571581	6.032476168	F4JVM4;A0A1P8B721
0	-0.538392067	0.074784517	-0.636107445	0.523243427	-1.000820518	2.41137921	A0A1P8B9H2;A0A1P8B9H4;Q9M033
0	-0.51647377	0.263591051	-0.070600986	-0.322512627	-1.189042807	4.607694527	A0A1P8B9H2;A0A1P8B9H4;Q9M033
0	-0.586118221	-0.397596598	-0.707374096	-1.238220692	-0.963987589	4.441470571	A0A1P8BAJ3;P92966
0	-0.767032623	-0.433769464	-0.927949905	-1.295124531	-1.197345495	2.965915432	A0A1P8BAJ3;P92966
0	1.114170551	0.676393747	1.262455463	0.68717289	0.8399508	3.184590039	A0A1P8BAJ3;P92966
0	0.453299046	-0.161710501	0.293030262	-0.185383797	0.026930094	1.513622152	A0A1P8BB14;F4K347;Q9FMN2
0	0.573317528	0.495724916	0.921435356	0.485998631	1.44850564	5.146349653	A0A1P8BB14;F4K347;Q9FMN2
0	0.726174355	0.015978575	0.574534893	0.365429401	0.462665796	2.808470998	B9DFV2;A0A1P8BBL5
0	-0.658442497	-0.561958551	-1.452320218	-0.398093224	-0.95878607	1.830096394	A0A1P8BBP2;A0A1P8BBP1;Q6NMC6
0	-0.722757101	-1.301474929	0.336853027	0.241608143	0.680800676	1.308100694	A0A1P8BBU0;Q8W4I9
0	0.307238102	0.18205905	-0.170457363	-1.519866586	0.608964682	2.221720854	A0A1P8BBU0;Q8W4I9
0	-0.133509636	0.52393508	0.222687721	-0.346372604	-0.303251028	3.46077739	A0A1P8BBW1;Q0WNX3
0	-0.459129333	0.17322135	-0.338817596	0.804888725	0.753160715	5.24523464	A0A1P8BCY2;F4K5J1
0	2.330560684	1.44709754	2.538956642	0.982328355	0.044048488	4.58528713	Q9FLK0;A0A1P8BD18
0	0.359689236	-0.198838472	-0.873271763	-0.00351572	-2.350126266	2.945417597	A0A1P8BD90;Q9LV05
0	-0.614374161	-0.363577604	-0.610176563	-0.776531696	-0.447185755	1.384108949	A0A1P8BD90;Q9LV05
0	-0.259934425	0.024274111	0.368347168	0.253528595	0.353391409	2.229620561	A0A1P8BD90;Q9LV05
0	-0.461871207	1.02720952	1.631312847	1.379270077	1.521086454	3.383415375	A0A1P8BD90;Q9LV05
0	-0.359053135	-0.564140081	-0.593712807	-0.899321556	-0.700701952	2.38177659	A0A1P8BD90;Q9LV05
0	-0.530704975	-0.037143946	-1.22157383	-2.610454082	-1.195873976	2.617012749	A0A1P8BDB5;B3H501;Q9LRB0
0	-0.216113567	-0.21092248	-0.217903137	-0.327158451	-0.893274546	4.522299781	A0A1P8BDV9;Q9LU77
0	-0.292806149	-0.610532999	-0.251236916	-0.367701054	-0.598936796	2.05072194	F4KG92;A0A1P8BE11;F4KG91
0	-0.525638103	-0.334569216	-0.912918091	-1.288900852	-1.181102991	2.960232882	A0A1P8BE34;A0A1P8BE22;F4K646;F4K644;F4K645;Q9C9V5;F4HVH9
0	0.13903141	-0.996726274	-0.083749294	0.105085373	0.485126734	3.03534955	A0A1P8BE28;Q9FGW5
0	0.929629207	2.080762148	0.557806551	2.735116005	2.53950429	1.903670456	A0A1P8BE77;F4KFC7
0	-0.209373474	-0.292402983	-0.429419041	0.215544224	-0.057552576	1.630032598	F4K402;A0A1P8BES5;A0A1P8BET4
0	0.022862911	0.458013117	-1.198442936	-0.277743459	0.482815802	1.821475074	A0A1P8BET3;A0A1P8BET1;Q944B6
0	0.004961967	-0.385329485	0.236721992	0.019827843	-0.361587763	1.593312673	A0A1P8BET2;Q94CK0
0	0.182035923	-0.804281354	0.153232098	-3.388571739	-2.378922462	3.732653929	A0A1P8BF01;Q1PDV2
0	-0.051746368	0.183143377	0.587366104	0.480810642	-0.093733549	2.267790923	A0A1P8BFU8;Q6NQ88
0	-0.408537865	0.181226969	-0.535028458	0.014913559	0.221174955	2.238122055	A0A1P8BH52;A0A1P8BH44;Q6GKV1
0	-0.596878529	-0.433342695	-1.604855776	-2.097112656	-0.781591177	1.693580012	A0A1P8BH66;Q9LSS5
0	-1.143165827	-0.612933695	-1.727427721	-1.096528292	-1.034063816	1.700861165	A0A1R7T3G9;Q1H5A5
0	0.539605141	-0.777416766	0.393502712	-0.268717766	0.060919523	1.371278626	A0A1R7T3G9;Q1H5A5
0	0.996195316	0.668575525	1.392593384	0.662088394	0.635553122	3.54595342	A0A1R7T3H6;Q84JA6
0	0.110814095	1.215653658	0.996321201	0.054781914	-0.20243144	5.867288703	A0A1R7T3I7;Q9LU74
0	0	0	0	1.136633635	1.395791531	4.640959309	A0A2H1ZE37;Q0WP12
0	-2.073120356	-0.391027212	-1.60133028	-0.443139076	-1.916010737	3.787982883	A0A2H1ZE38;Q7XJN0
0	-0.439031124	-0.193938971	0.069144249	-0.204926491	0.109122038	1.911844561	A0A2H1ZEP2;F4JSE7
0	0.199175358	0.373755693	0.461158752	-0.408486366	-0.260940313	3.795626488	Q5XV72;A0MFT2
0	0.157971859	0.279035807	0.590355873	0.856271267	1.020015955	5.330518727	Q5XV72;A0MFT2
0	0	0	0.296759605	1.478620052	1.454045296	2.141292808	A2RVJ8
0	1.032500267	0.798630476	0.833128452	0.986887455	0.629866838	1.422200912	A4GSN8
0	0.262129158	0	0	0.113558322	1.528939724	3.347750494	A4GSN8
0	-1.279763699	-0.397291899	-1.286731243	0.609860897	-0.256919146	7.656428373	O49617;B3H7D4;A8MQE1
0	-0.098297417	-0.108159304	-0.257618904	0.498018742	0.427515268	1.529444859	Q7Y207;A8MQN3;A8MQI6
0	2.070650101	1.877150297	3.081336021	2.595192909	2.338279009	7.8344058	A8MRY7;Q8RXU6
0	0.307881355	0.120555162	0.468666077	0.510513783	1.075419188	3.742320816	Q93Z49;A8MS32
0	0.551650286	0.426048756	-0.192415357	0.831137896	1.130977631	3.67796564	F4I9Y9;F4I9Y7;A8MS85
0	0.719398558	-0.530231833	1.099017859	0.43997705	2.031072617	1.844113278	F4I9Y9;F4I9Y7;A8MS85
0	0.180128574	0.274471045	-0.059455872	0.246555328	-0.605904818	1.534198639	A8MSD0;O22446
0	-0.878320694	-0.085398436	-0.4554739	-0.173768997	-1.622688055	5.970603119	A9LNK9
0	0	-0.127090633	1.472324133	0.336167037	0	2.033131403	B0F9L4
0	-0.047091961	-0.106342077	0.031642914	0.172228813	0.329114676	1.584931993	B3H4F6;Q8LPG9
0	-0.189876467	-0.069233239	2.249145985	0.000760972	-0.028012514	2.243179937	B3H4F6;Q8LPG9
0	1.47510922	0.300516665	1.524600506	0	2.247657061	3.615539642	B3H4G6;Q9STX1
0	0.275065422	0.000909567	-1.757837772	-0.595677376	-0.996237993	5.975328749	Q9LVC9;B3H4N7;Q9SVZ6
0	-0.239690304	-0.412718534	-0.580082893	0.044501305	-1.17046237	4.841025153	B6EUB3;F4JYL8;B3H5K3;A0A1P8BDX9
0	0.757194519	0.233521223	0.614379406	0.48936367	0.474500418	2.407333319	B6EUB3;F4JYL8;B3H5K3;A0A1P8BDX9
0	0.77140522	0.239609957	0.616158485	0.471466064	0.574862719	3.100315466	B6EUB3;F4JYL8;B3H5K3;A0A1P8BDX9
0	0.211206913	0.773664236	0.816004753	0.430078983	0.008169889	2.513901267	B6EUA7;B3H5R1;F4K087
0	-0.018454552	-0.115610838	0.390675068	0.417887211	0.572973013	1.311776273	B3H653;Q5M750
0	-0.137559891	0.234795809	-0.356367111	-0.500436306	-1.115141869	2.132041041	B3H684;Q9SZI2
0	-0.761145115	0.201085329	0.439317226	0.601553917	-0.084115744	2.910127595	B3H6J5
0	1.015740395	0.170686483	0.937095165	0.794289589	0.650236845	3.351941578	B3H6J5
0	1.015740395	0.170686483	0.937095165	0.794289589	0.650236845	3.351941578	B3H6J5
0	-0.588600636	-0.733893156	-0.732310295	-0.114073277	-0.59968257	2.102047352	B3H7G1;Q9SR67
0	1.21179533	0.060614347	1.298164845	0.961824417	2.296652555	9.334807261	B6EUA9
0	-0.668216944	0.053358376	-0.67469877	0.265942752	0.031512558	2.585320814	B9DFR6;Q43725;P47999
0	0.050422668	0.158088446	0.541303158	0.469620228	0.370418787	2.427643158	Q8L7B9;B9DFW5;Q9LW19
0	-1.420917511	0.366997004	0.396218777	0.893733501	0.781931162	5.853672404	C0LGN2
0	-0.157564163	-0.019598246	-0.359797001	0.778660774	0.445438147	5.5924864	C0Z2P1;Q9S7N6
0	-1.448589802	0.274022341	-1.59947288	-2.80807972	-3.194464684	2.575977224	C0Z324;F4K753;Q8RWB1
0	-0.451140881	-0.05672431	-0.69878912	0.821723461	0.631996393	7.285680229	F4HQ87;F4HQ88
0	0.698374748	0.671881914	0.914718151	1.212022781	1.29172349	4.11475462	F4HQS1;F4HQS0;Q9FX61
0	1.1401968	0.457521677	1.420751572	0.578347206	0.65088439	3.914060349	F4HRT5
0	0.750254631	0.166435957	1.456408501	0.469940186	0.673098326	4.631162589	F4HRT5
0	0.429237366	0.464135885	0.485739708	0.713151932	0.273325205	2.362618173	F4HRT5
0	0.444451809	0.716860533	0.909040451	1.118378162	0.914684057	2.584484787	F4HRT5
0	1.446627617	1.268002272	1.769382	1.606251717	1.177759886	6.140792932	F4HRT5
0	0.333342075	0.08882308	0.026888371	0.348548412	0.866132021	2.956819408	F4HRT5
0	-2.74179554	-1.358039618	-3.251732111	-1.368810177	-0.580463409	1.520218202	F4HRT5
0	0.282724857	0.097326517	0.386033058	-0.468704224	-0.079197645	1.334252232	F4HRT5
0	-0.958391428	0.825338721	-0.771402121	-0.528234363	-2.47909379	1.568429454	F4HRT5
0	-0.586770058	-0.601955175	-0.5819664	-0.735423565	-0.519577742	1.851162399	F4HU00;Q42556;P19456;F4JPJ7;A0A1P8B2U9;A0A1P8B2Y6;Q9SJB3;A0A1P8B2V0;P20431;A0A1P8BD43;Q9M2A0;Q9SH76
0	2.852817297	-0.105174094	3.830683947	0.037783623	3.220850229	1.764046543	F4HUS8;Q37145;O81108;O64806
0	-0.623588562	-0.325036287	-1.381238937	0.355964661	-1.321843386	4.157225553	Q9XIC8;F4HUX0
0	0.79037714	0.364044428	1.593139172	-0.082311153	0.608198881	3.049508557	F4HV67;Q9SYG4
0	-0.869987965	-0.497999787	0.277869225	-1.143164635	-1.289101481	2.22644024	F4HVC3;F4HVC5;Q94KB7
0	-1.233251572	-0.522399187	-1.101959705	-0.887283802	-1.778095007	6.356202352	F4HW26;Q9SJF0;F4IFQ0;Q9SHS7
0	-0.142012596	-0.666131735	-0.526215553	-0.692755222	-0.363880873	4.193278353	F4HXQ7
0	0.889895916	0.395083189	0.804772854	0.529459476	0.615058661	2.804918703	F4HXQ7
0	-0.348485202	1.114601254	-1.496816158	-0.991731346	-1.474074602	3.893012179	F4HY56
0	0.659786701	0.390698195	1.092451572	0.607625484	1.103270769	4.01054493	F4HYR4
0	0.959967136	1.057825804	1.89443922	0.810860157	0.836807013	4.837464886	F4HZK3;Q8H1F3
0	2.057682514	1.997885942	2.30792141	2.123904228	1.681220293	6.51411256	F4HZK3;Q8H1F3
0	2.242455006	2.170190573	2.387967587	2.085246563	1.879342794	4.7885506	F4HZK3;Q8H1F3
0	1.003931522	0.363049746	0.881298542	0.347501278	1.010098696	5.854443662	Q9LP50;F4HZY1
0	-0.746181965	-0.726563215	-1.022008419	-1.219979286	-1.52795434	3.981825791	F4I099;Q6NKU3
0	-0.495661736	0.538504362	-0.600326061	0.264825344	-0.270426512	2.900505321	F4I0K9
0	-2.162282467	-0.210937262	-3.461912155	-1.639944553	-2.319768429	1.524622496	F4I1T7
0	0.499878407	-0.056419134	0.290319443	0.798264503	1.323057413	6.71466054	F4I420
0	-0.790979862	0.112605333	-2.670138836	-0.101294994	-2.352151394	1.328950714	Q93ZR3;F4I448;F4I450;A0A1P8ATH2
0	0.311597109	0.533626199	1.707463503	0.430080533	0.669606626	1.395015173	Q8GYE3;F4I548;Q9C7X2
0	-0.469019592	-0.620859921	-3.033053398	-0.542064965	0.084811926	2.658729406	F4I6J9;Q9LPT3
0	0.496358871	0.468753099	0.879611015	0.903476715	0.879775286	2.839350352	F4I8B9
0	0.122533917	0.44185853	-0.767094433	1.313177586	0.990781069	1.977095143	F4I8F7;Q9C989
0	0.253967583	-0.641881824	0.483686268	-0.211712003	1.158087254	7.869307748	F4I983;F4I982;A0A1P8AQI9
0	0.785447121	1.127263308	0.691772461	0.608442783	-0.790972471	4.942200231	F4I9J7
0	-2.038943291	-0.344427824	-2.333756447	-1.120593548	-3.191383123	2.06781924	F4I9J7
0	-0.402339458	-0.000888109	-0.622973919	0.221200943	-0.450461149	3.832290378	F4I9P8;F4I9P9;F4I9P7
0	0.742343903	0.080602884	0.429263592	0.460662365	0.688802004	2.319949485	F4IAF5;F4IAF6
0	1.28755784	0.897300482	2.285877466	1.248120546	0.513066351	2.303547955	Q9C8W8;F4IBM1
0	0.122864246	0.525010824	-0.279218197	0.965829372	1.480881453	8.963992909	F4ICJ5
0	-0.098669052	-0.466332197	0.090922356	-0.276353359	-0.412036657	2.430166862	F4IDB3;F4IDB4
0	0.517537594	-1.435888529	0.231554508	-0.329097748	0.110392332	1.577679952	F4IDC8
0	-0.139302254	0.070006132	-1.368661284	0.30443716	-0.112826586	2.533602351	F4IDJ0
0	0.262152195	0.674885035	0.503649712	-0.081235409	0.02674222	2.11194637	F4IE90;Q8VY00
0	-0.02819252	0.488688231	0.364013672	-3.821755886	0.182155371	9.82882099	F4IHU8
0	-0.930414677	0.044196367	-0.289075851	0.060184956	-1.19245553	6.198771084	F4IHU8
0	2.922173023	1.750138044	1.822402	3.018407822	1.738924742	2.002504837	F4IJE1
0	-0.020840168	-0.294320583	-0.847169578	0.158433437	0.508449316	2.582926494	F4IJK1;F4I131;P0DMS1
0	-0.062231064	-0.056751013	0.070141315	0.29952383	0.649986506	1.303608846	Q84R15;F4IL68
0	-0.443553925	-0.469232321	-0.43289566	-0.759343624	-0.852628946	3.323720302	Q9ZVW9;F4ILE0;F4ILE1
0	2.059599638	-0.568390667	0.127744019	-0.258005798	-0.265423208	2.225868911	F4IM73
0	-1.006501198	-0.671186507	-0.478195667	-0.31264019	-2.243320227	2.01168964	F4IMB4
0	-1.006501198	-0.691209495	-0.478195667	-0.332114041	-2.024936199	1.587757718	F4IMB4
0	-0.483795941	-0.407517999	0.150384843	2.538611412	1.779445887	3.4588687	F4INW2;P26569
0	0.070477009	-0.520911455	-2.693372488	-3.839374781	-2.304335356	2.687168922	Q8GW56;Q9ZPR2;F4IT98
0	-0.022697449	0.617755651	-0.862288237	0.301729202	0.278691053	1.301053167	Q8GW56;Q9ZPR2;F4IT98
0	0.889183104	0.259809673	-0.12753737	1.443097591	1.566330671	3.294970233	F4IUD7;Q9SL76
0	0.594754696	0.468010187	0.499982357	0.530757904	1.017113447	2.421850069	F4IUS3
0	1.262416601	1.106678724	2.284283161	0.966162503	1.169165134	3.023040727	F4IV99
0	-0.965706348	-0.683842421	-0.776040077	-0.768147469	-0.687492132	2.310404563	F4IVU7
0	0.357521653	-0.306530118	0.531844258	-0.190950751	-1.467439771	2.171159627	Q9SCK0;F4IXZ6
0	0.206000328	-0.295300245	-0.068914413	0.190445423	0.129835844	4.105546305	F4J061
0	-1.150161266	-0.774160385	-1.135047078	1.307577848	-0.486613631	2.910943732	F4J0D2;F4J0D1;B3LFC3;Q9LFP7;Q9SRH7
0	-0.252700806	-0.052824736	-0.757106781	-0.796112537	-0.811294317	2.665398523	F4J0N1;Q39192;B3H6F9;Q940H6;Q39193;Q9SMQ4
0	-1.772128105	-1.259569883	-1.334331989	0.492288113	-0.378761053	5.880789885	F4J5A7;F4J5A9
0	0.305667341	0.734801471	-1.076588392	0.877727926	0.882483661	2.883995102	F4J5D3;A0A1I9LNC1;A0A1I9LNC2;B3H494
0	-0.341923237	-0.036481619	-0.530735016	-0.226647377	-1.496327162	5.123286716	F4J6F6
